trial,stimulus,prime,word,responsetime,accuracy
1374,9,PH2,excite,447,1
1375,43,NH2,morgue,505,1
1376,19,PL1,excite,420,1
1377,21,PL1,morgue,548,1
1378,56,NL1,payday,539,1
1379,52,NL1,arrest,482,1
1380,33,NH1,fatal,530,1
1381,45,NH2,excite,475,1
1382,58,NL2,dismal,563,1
1383,41,NH2,fatal,481,1
1384,4,PH1,comfy,529,1
1385,15,PH2,morgue,582,1
1386,5,PH1,fatal,541,1
1387,26,PL2,comfy,466,1
1388,36,NH1,dismal,558,1
1389,22,PL1,dismal,536,1
1390,2,PH1,payday,513,1
1391,24,PL1,arrest,532,1
1392,60,NL2,arrest,565,1
1393,51,NL1,fatal,530,1
1394,48,NH2,comfy,479,1
1395,6,PH1,arrest,557,1
1396,34,NH1,arrest,549,1
1397,46,NH2,payday,502,1
1398,44,NH2,dismal,551,1
1399,53,NL1,relax,539,1
1400,62,NL2,comfy,487,1
1401,56,NL1,payday,478,1
1402,27,PL2,excite,492,1
1403,39,NH1,relax,488,1
1404,57,NL2,morgue,602,1
1405,14,PH2,arrest,602,1
1406,50,NL1,dismal,611,1
1407,43,NH2,morgue,584,1
1408,55,NL1,excite,490,1
1409,1,PH1,excite,579,1
1410,35,NH1,morgue,566,1
1411,42,NH2,arrest,589,1
1412,31,PL2,fatal,581,1
1413,8,PH1,dismal,526,1
1414,20,PL1,payday,523,1
1415,37,NH1,excite,531,1
1416,47,NH2,relax,572,1
1417,18,PL1,comfy,578,1
1418,29,PL2,morgue,587,1
1419,9,PH2,excite,533,1
1420,54,NL1,comfy,495,1
1421,16,PH2,dismal,506,1
1422,12,PH2,comfy,538,1
1423,40,NH1,comfy,522,1
1424,59,NL2,fatal,552,1
1425,25,PL2,relax,565,1
1426,30,PL2,dismal,505,1
1427,10,PH2,payday,567,1
1428,7,PH1,morgue,554,1
1429,32,PL2,arrest,572,1
1430,49,NL1,morgue,540,1
1431,17,PL1,relax,495,1
1432,11,PH2,relax,474,1
1433,19,PL1,excite,526,1
1434,61,NL2,relax,457,1
1435,23,PL1,fatal,496,1
1436,13,PH2,fatal,532,1
1437,64,NL2,payday,497,1
1438,38,NH1,payday,538,1
1439,21,PL1,morgue,490,1
1440,3,PH1,relax,546,1
1441,52,NL1,arrest,720,1
1442,53,NL1,relax,739,1
1443,49,NL1,morgue,633,1
1444,55,NL1,excite,535,1
1445,40,NH1,comfy,538,1
1446,35,NH1,morgue,670,1
1447,59,NL2,fatal,650,1
1448,57,NL2,morgue,654,1
1449,13,PH2,fatal,445,1
1450,1,PH1,excite,619,1
1451,17,PL1,relax,548,1
1452,8,PH1,dismal,677,1
1453,41,NH2,fatal,618,1
1454,29,PL2,morgue,497,1
1455,19,PL1,excite,492,1
1456,16,PH2,dismal,443,1
1457,25,PL2,relax,522,1
1458,31,PL2,fatal,480,1
1459,63,NL2,excite,534,1
1460,12,PH2,comfy,577,1
1461,14,PH2,arrest,600,1
1462,15,PH2,morgue,426,1
1463,28,PL2,payday,723,1
1464,33,NH1,fatal,504,1
1465,21,PL1,morgue,509,1
1466,24,PL1,arrest,466,1
1467,60,NL2,arrest,416,1
1468,61,NL2,relax,541,1
1469,46,NH2,payday,578,1
1470,3,PH1,relax,524,1
1471,6,PH1,arrest,596,2
1472,44,NH2,dismal,664,1
1473,10,PH2,payday,537,1
1474,56,NL1,payday,566,1
1475,43,NH2,morgue,454,1
1476,62,NL2,comfy,599,1
1477,26,PL2,comfy,557,1
1478,50,NL1,dismal,654,1
1479,48,NH2,comfy,644,1
1480,20,PL1,payday,552,1
1481,23,PL1,fatal,561,1
1482,18,PL1,comfy,512,1
1483,32,PL2,arrest,622,1
1484,27,PL2,excite,462,1
1485,54,NL1,comfy,478,1
1486,36,NH1,dismal,517,1
1487,39,NH1,relax,526,1
1488,22,PL1,dismal,512,1
1489,38,NH1,payday,444,1
1490,34,NH1,arrest,713,1
1491,58,NL2,dismal,577,1
1492,11,PH2,relax,413,1
1493,45,NH2,excite,566,1
1494,7,PH1,morgue,465,1
1495,51,NL1,fatal,469,1
1496,64,NL2,payday,536,1
1497,37,NH1,excite,558,1
1498,30,PL2,dismal,404,1
1499,47,NH2,relax,606,2
1500,2,PH1,payday,546,1
1501,9,PH2,excite,508,1
1502,7,PH1,morgue,652,1
1503,21,PL1,morgue,442,1
1504,48,NH2,comfy,538,1
1505,2,PH1,payday,618,1
1506,23,PL1,fatal,532,1
1507,24,PL1,arrest,476,1
1508,6,PH1,arrest,588,1
1509,60,NL2,arrest,421,1
1510,22,PL1,dismal,448,1
1511,13,PH2,fatal,532,1
1512,10,PH2,payday,544,1
1513,38,NH1,payday,424,1
1514,26,PL2,comfy,499,1
1515,45,NH2,excite,499,1
1516,16,PH2,dismal,511,1
1517,42,NH2,arrest,387,1
1518,12,PH2,comfy,504,1
1519,59,NL2,fatal,532,1
1520,27,PL2,excite,574,1
1521,15,PH2,morgue,557,1
1522,18,PL1,comfy,417,1
1523,30,PL2,dismal,463,1
1524,32,PL2,arrest,557,1
1525,20,PL1,payday,448,1
1526,58,NL2,dismal,435,1
1527,55,NL1,excite,504,1
1528,8,PH1,dismal,510,1
1529,37,NH1,excite,529,1
1530,3,PH1,relax,503,1
1531,35,NH1,morgue,481,1
1532,33,NH1,fatal,396,1
1533,61,NL2,relax,483,1
1534,9,PH2,excite,450,1
1535,51,NL1,fatal,558,1
1536,46,NH2,payday,586,1
1537,41,NH2,fatal,519,1
1538,34,NH1,arrest,462,1
1539,63,NL2,excite,597,1
1540,11,PH2,relax,432,1
1541,52,NL1,arrest,469,1
1542,54,NL1,comfy,387,1
1543,64,NL2,payday,535,1
1544,31,PL2,fatal,501,1
1545,14,PH2,arrest,371,1
1546,5,PH1,fatal,466,1
1547,4,PH1,comfy,411,1
1548,44,NH2,dismal,473,1
1549,56,NL1,payday,474,1
1550,57,NL2,morgue,478,1
1551,40,NH1,comfy,420,1
1552,49,NL1,morgue,512,1
1553,1,PH1,excite,633,1
1554,19,PL1,excite,442,1
1555,29,PL2,morgue,495,1
1556,53,NL1,relax,552,1
1557,43,NH2,morgue,492,1
1558,50,NL1,dismal,441,1
1559,47,NH2,relax,518,1
1560,36,NH1,dismal,590,1
1561,25,PL2,relax,510,1
1562,58,NL2,dismal,603,1
1563,1,PH1,excite,575,1
1564,5,PH1,fatal,562,1
1565,3,PH1,relax,537,1
1566,46,NH2,payday,587,1
1567,10,PH2,payday,486,1
1568,26,PL2,comfy,502,1
1569,11,PH2,relax,520,1
1570,19,PL1,excite,628,1
1571,18,PL1,comfy,471,1
1572,63,NL2,excite,499,1
1573,38,NH1,payday,553,1
1574,2,PH1,payday,442,1
1575,21,PL1,morgue,627,1
1576,16,PH2,dismal,653,1
1577,34,NH1,arrest,476,1
1578,40,NH1,comfy,594,1
1579,43,NH2,morgue,657,1
1580,8,PH1,dismal,692,1
1581,48,NH2,comfy,535,1
1582,25,PL2,relax,647,1
1583,47,NH2,relax,589,1
1584,7,PH1,morgue,590,1
1585,35,NH1,morgue,522,1
1586,56,NL1,payday,625,1
1587,9,PH2,excite,654,2
1588,36,NH1,dismal,636,1
1589,15,PH2,morgue,593,1
1590,27,PL2,excite,644,1
1591,23,PL1,fatal,670,1
1592,52,NL1,arrest,610,1
1593,22,PL1,dismal,518,1
1594,33,NH1,fatal,620,1
1595,31,PL2,fatal,648,1
1596,29,PL2,morgue,573,1
1597,59,NL2,fatal,487,1
1598,24,PL1,arrest,543,1
1599,51,NL1,fatal,479,1
1600,49,NL1,morgue,549,1
1601,44,NH2,dismal,582,1
1602,62,NL2,comfy,589,1
1603,39,NH1,relax,621,1
1604,60,NL2,arrest,667,1
1605,55,NL1,excite,585,2
1606,61,NL2,relax,695,2
1607,53,NL1,relax,645,1
1608,41,NH2,fatal,607,1
1609,64,NL2,payday,577,1
1610,50,NL1,dismal,605,1
1611,54,NL1,comfy,592,1
1612,12,PH2,comfy,556,1
1613,57,NL2,morgue,589,1
1614,45,NH2,excite,622,1
1615,4,PH1,comfy,649,1
1616,28,PL2,payday,563,1
1617,6,PH1,arrest,682,1
1618,37,NH1,excite,596,1
1619,42,NH2,arrest,694,1
1620,13,PH2,fatal,642,1
1621,17,PL1,relax,697,1
1622,38,NH1,payday,900,1
1623,23,PL1,fatal,820,1
1624,19,PL1,excite,759,1
1625,56,NL1,payday,707,1
1626,52,NL1,arrest,664,1
1627,17,PL1,relax,766,1
1628,9,PH2,excite,611,1
1629,60,NL2,arrest,502,1
1630,12,PH2,comfy,719,1
1631,48,NH2,comfy,691,1
1632,35,NH1,morgue,748,1
1633,39,NH1,relax,1063,1
1634,2,PH1,payday,782,1
1635,27,PL2,excite,1100,1
1636,25,PL2,relax,663,1
1637,30,PL2,dismal,722,1
1638,28,PL2,payday,706,1
1639,42,NH2,arrest,708,1
1640,62,NL2,comfy,625,1
1641,20,PL1,payday,666,1
1642,26,PL2,comfy,613,1
1643,5,PH1,fatal,719,1
1644,61,NL2,relax,544,1
1645,34,NH1,arrest,656,1
1646,6,PH1,arrest,692,1
1647,7,PH1,morgue,737,1
1648,63,NL2,excite,630,1
1649,32,PL2,arrest,739,1
1650,4,PH1,comfy,820,1
1651,21,PL1,morgue,571,1
1652,40,NH1,comfy,501,1
1653,10,PH2,payday,816,1
1654,14,PH2,arrest,940,1
1655,64,NL2,payday,733,1
1656,54,NL1,comfy,777,1
1657,46,NH2,payday,900,1
1658,43,NH2,morgue,488,1
1659,11,PH2,relax,510,1
1660,33,NH1,fatal,610,1
1661,53,NL1,relax,605,1
1662,55,NL1,excite,572,1
1663,24,PL1,arrest,626,1
1664,44,NH2,dismal,684,1
1665,3,PH1,relax,745,1
1666,31,PL2,fatal,689,1
1667,15,PH2,morgue,614,1
1668,50,NL1,dismal,706,1
1669,36,NH1,dismal,582,1
1670,49,NL1,morgue,713,1
1671,45,NH2,excite,735,1
1672,51,NL1,fatal,1088,1
1673,13,PH2,fatal,560,1
1674,1,PH1,excite,649,1
1675,59,NL2,fatal,878,1
1676,41,NH2,fatal,407,1
1677,29,PL2,morgue,579,1
1678,18,PL1,comfy,602,1
1679,16,PH2,dismal,629,1
1680,47,NH2,relax,778,1
1681,57,NL2,morgue,626,1
1682,55,NL1,excite,509,1
1683,20,PL1,payday,323,1
1684,22,PL1,dismal,646,1
1685,60,NL2,arrest,824,1
1686,57,NL2,morgue,793,1
1687,16,PH2,dismal,850,1
1688,44,NH2,dismal,714,1
1689,46,NH2,payday,809,2
1690,58,NL2,dismal,742,1
1691,2,PH1,payday,810,1
1692,37,NH1,excite,505,1
1693,12,PH2,comfy,591,1
1694,9,PH2,excite,592,1
1695,5,PH1,fatal,777,1
1696,29,PL2,morgue,722,1
1697,56,NL1,payday,662,1
1698,23,PL1,fatal,726,1
1699,13,PH2,fatal,408,2
1700,28,PL2,payday,639,1
1701,64,NL2,payday,944,1
1702,38,NH1,payday,825,1
1703,17,PL1,relax,930,1
1704,61,NL2,relax,709,1
1705,31,PL2,fatal,723,1
1706,59,NL2,fatal,633,1
1707,52,NL1,arrest,923,1
1708,53,NL1,relax,490,1
1709,54,NL1,comfy,627,1
1710,27,PL2,excite,667,1
1711,34,NH1,arrest,794,1
1712,42,NH2,arrest,600,1
1713,41,NH2,fatal,629,1
1714,8,PH1,dismal,636,1
1715,51,NL1,fatal,551,1
1716,30,PL2,dismal,658,1
1717,35,NH1,morgue,750,1
1718,32,PL2,arrest,886,1
1719,48,NH2,comfy,688,1
1720,33,NH1,fatal,833,1
1721,1,PH1,excite,688,1
1722,3,PH1,relax,614,1
1723,21,PL1,morgue,665,1
1724,15,PH2,morgue,587,1
1725,11,PH2,relax,586,1
1726,40,NH1,comfy,715,1
1727,19,PL1,excite,598,1
1728,6,PH1,arrest,634,1
1729,26,PL2,comfy,713,1
1730,36,NH1,dismal,587,1
1731,14,PH2,arrest,565,1
1732,45,NH2,excite,613,1
1733,25,PL2,relax,649,2
1734,63,NL2,excite,833,1
1735,18,PL1,comfy,585,1
1736,50,NL1,dismal,603,1
1737,4,PH1,comfy,834,1
1738,49,NL1,morgue,585,1
1739,10,PH2,payday,615,1
1740,43,NH2,morgue,606,1
1741,39,NH1,relax,599,2
1742,53,NL1,relax,726,2
1743,4,PH1,comfy,721,2
1744,14,PH2,arrest,747,1
1745,11,PH2,relax,500,1
1746,50,NL1,dismal,617,1
1747,60,NL2,arrest,694,1
1748,32,PL2,arrest,390,1
1749,6,PH1,arrest,387,1
1750,13,PH2,fatal,479,1
1751,10,PH2,payday,777,1
1752,12,PH2,comfy,448,1
1753,17,PL1,relax,1106,1
1754,30,PL2,dismal,525,1
1755,8,PH1,dismal,388,1
1756,40,NH1,comfy,770,1
1757,20,PL1,payday,479,1
1758,52,NL1,arrest,563,1
1759,45,NH2,excite,747,1
1760,58,NL2,dismal,642,1
1761,59,NL2,fatal,404,1
1762,37,NH1,excite,406,1
1763,55,NL1,excite,494,1
1764,64,NL2,payday,557,1
1765,62,NL2,comfy,481,1
1766,42,NH2,arrest,532,1
1767,46,NH2,payday,580,1
1768,3,PH1,relax,913,2
1769,48,NH2,comfy,852,1
1770,5,PH1,fatal,586,1
1771,19,PL1,excite,692,2
1772,43,NH2,morgue,677,1
1773,33,NH1,fatal,495,1
1774,26,PL2,comfy,546,1
1775,7,PH1,morgue,568,1
1776,61,NL2,relax,805,1
1777,9,PH2,excite,958,1
1778,39,NH1,relax,525,1
1779,31,PL2,fatal,588,1
1780,22,PL1,dismal,743,2
1781,28,PL2,payday,594,2
1782,51,NL1,fatal,693,1
1783,23,PL1,fatal,559,1
1784,63,NL2,excite,539,1
1785,41,NH2,fatal,509,1
1786,18,PL1,comfy,670,1
1787,21,PL1,morgue,366,2
1788,34,NH1,arrest,471,1
1789,36,NH1,dismal,394,1
1790,24,PL1,arrest,432,1
1791,47,NH2,relax,535,1
1792,56,NL1,payday,490,2
1793,25,PL2,relax,400,2
1794,15,PH2,morgue,535,1
1795,27,PL2,excite,624,2
1796,2,PH1,payday,819,1
1797,54,NL1,comfy,505,1
1798,44,NH2,dismal,827,1
1799,5,PH1,fatal,646,1
1800,58,NL2,dismal,605,1
1801,39,NH1,relax,499,1
1802,34,NH1,arrest,686,1
1803,29,PL2,morgue,528,1
1804,61,NL2,relax,483,1
1805,19,PL1,excite,541,1
1806,48,NH2,comfy,606,1
1807,63,NL2,excite,508,1
1808,54,NL1,comfy,565,1
1809,25,PL2,relax,342,1
1810,41,NH2,fatal,520,1
1811,51,NL1,fatal,539,1
1812,45,NH2,excite,456,1
1813,18,PL1,comfy,514,1
1814,20,PL1,payday,683,1
1815,30,PL2,dismal,469,1
1816,60,NL2,arrest,462,1
1817,56,NL1,payday,622,1
1818,24,PL1,arrest,630,1
1819,47,NH2,relax,499,1
1820,42,NH2,arrest,517,1
1821,9,PH2,excite,340,1
1822,14,PH2,arrest,469,2
1823,50,NL1,dismal,516,1
1824,44,NH2,dismal,542,1
1825,37,NH1,excite,533,2
1826,21,PL1,morgue,518,1
1827,33,NH1,fatal,501,1
1828,27,PL2,excite,756,1
1829,40,NH1,comfy,636,1
1830,15,PH2,morgue,455,1
1831,16,PH2,dismal,586,1
1832,46,NH2,payday,381,1
1833,35,NH1,morgue,597,1
1834,10,PH2,payday,479,1
1835,38,NH1,payday,429,1
1836,3,PH1,relax,446,1
1837,28,PL2,payday,446,1
1838,22,PL1,dismal,677,1
1839,57,NL2,morgue,563,1
1840,8,PH1,dismal,671,1
1841,1,PH1,excite,404,2
1842,62,NL2,comfy,494,1
1843,64,NL2,payday,574,1
1844,2,PH1,payday,485,1
1845,55,NL1,excite,459,1
1846,23,PL1,fatal,653,1
1847,4,PH1,comfy,527,1
1848,31,PL2,fatal,643,1
1849,32,PL2,arrest,493,1
1850,49,NL1,morgue,726,1
1851,12,PH2,comfy,731,1
1852,53,NL1,relax,523,1
1853,43,NH2,morgue,492,1
1854,6,PH1,arrest,439,1
1855,36,NH1,dismal,598,1
1856,52,NL1,arrest,565,1
1857,59,NL2,fatal,390,1
1858,11,PH2,relax,541,2
1859,7,PH1,morgue,508,2
1860,60,NL2,arrest,871,1
1861,63,NL2,excite,719,1
1862,54,NL1,comfy,842,1
1863,55,NL1,excite,546,1
1864,4,PH1,comfy,567,1
1865,31,PL2,fatal,905,1
1866,38,NH1,payday,954,1
1867,12,PH2,comfy,760,1
1868,21,PL1,morgue,924,2
1869,36,NH1,dismal,630,1
1870,48,NH2,comfy,724,1
1871,33,NH1,fatal,580,1
1872,10,PH2,payday,1124,1
1873,62,NL2,comfy,635,1
1874,8,PH1,dismal,719,1
1875,22,PL1,dismal,803,1
1876,64,NL2,payday,758,2
1877,13,PH2,fatal,796,1
1878,51,NL1,fatal,611,1
1879,52,NL1,arrest,426,1
1880,34,NH1,arrest,563,1
1881,41,NH2,fatal,591,1
1882,37,NH1,excite,383,2
1883,19,PL1,excite,522,1
1884,46,NH2,payday,1003,1
1885,9,PH2,excite,967,1
1886,18,PL1,comfy,595,1
1887,2,PH1,payday,748,1
1888,35,NH1,morgue,561,1
1889,59,NL2,fatal,523,1
1890,49,NL1,morgue,726,1
1891,57,NL2,morgue,517,1
1892,25,PL2,relax,642,1
1893,56,NL1,payday,653,1
1894,30,PL2,dismal,760,2
1895,61,NL2,relax,732,1
1896,11,PH2,relax,590,1
1897,58,NL2,dismal,743,1
1898,5,PH1,fatal,718,1
1899,23,PL1,fatal,538,1
1900,26,PL2,comfy,640,1
1901,7,PH1,morgue,343,2
1902,3,PH1,relax,657,1
1903,45,NH2,excite,822,1
1904,44,NH2,dismal,677,1
1905,1,PH1,excite,661,1
1906,50,NL1,dismal,858,1
1907,47,NH2,relax,564,1
1908,16,PH2,dismal,890,1
1909,42,NH2,arrest,884,1
1910,15,PH2,morgue,600,1
1911,17,PL1,relax,437,2
1912,43,NH2,morgue,534,1
1913,14,PH2,arrest,597,1
1914,40,NH1,comfy,1038,1
1915,24,PL1,arrest,730,1
1916,32,PL2,arrest,505,1
1917,22,PL1,dismal,546,1
1918,51,NL1,fatal,510,1
1919,33,NH1,fatal,452,1
1920,14,PH2,arrest,491,1
1921,63,NL2,excite,460,1
1922,43,NH2,morgue,564,1
1923,23,PL1,fatal,480,1
1924,25,PL2,relax,408,1
1925,54,NL1,comfy,509,1
1926,62,NL2,comfy,459,1
1927,64,NL2,payday,554,2
1928,37,NH1,excite,459,1
1929,13,PH2,fatal,553,1
1930,8,PH1,dismal,462,1
1931,48,NH2,comfy,484,1
1932,31,PL2,fatal,545,1
1933,6,PH1,arrest,536,1
1934,34,NH1,arrest,543,1
1935,50,NL1,dismal,464,1
1936,15,PH2,morgue,527,1
1937,52,NL1,arrest,592,1
1938,9,PH2,excite,522,1
1939,59,NL2,fatal,454,1
1940,29,PL2,morgue,571,1
1941,11,PH2,relax,565,1
1942,58,NL2,dismal,586,1
1943,19,PL1,excite,413,1
1944,28,PL2,payday,427,1
1945,56,NL1,payday,474,1
1946,17,PL1,relax,466,1
1947,47,NH2,relax,466,1
1948,45,NH2,excite,456,1
1949,26,PL2,comfy,407,1
1950,4,PH1,comfy,440,1
1951,42,NH2,arrest,522,1
1952,12,PH2,comfy,444,1
1953,41,NH2,fatal,540,1
1954,20,PL1,payday,481,1
1955,30,PL2,dismal,543,1
1956,3,PH1,relax,524,1
1957,38,NH1,payday,437,1
1958,24,PL1,arrest,528,1
1959,7,PH1,morgue,507,1
1960,1,PH1,excite,469,1
1961,16,PH2,dismal,469,1
1962,32,PL2,arrest,444,1
1963,2,PH1,payday,531,1
1964,27,PL2,excite,450,1
1965,46,NH2,payday,416,1
1966,5,PH1,fatal,428,1
1967,36,NH1,dismal,524,1
1968,49,NL1,morgue,494,1
1969,39,NH1,relax,511,1
1970,57,NL2,morgue,472,1
1971,40,NH1,comfy,443,1
1972,21,PL1,morgue,500,1
1973,60,NL2,arrest,500,1
1974,18,PL1,comfy,546,1
1975,55,NL1,excite,439,1
1976,53,NL1,relax,444,1
1977,44,NH2,dismal,465,1
1978,61,NL2,relax,500,1
1979,16,PH2,dismal,589,1
1980,57,NL2,morgue,586,2
1981,3,PH1,relax,624,1
1982,60,NL2,arrest,572,1
1983,10,PH2,payday,566,1
1984,22,PL1,dismal,506,1
1985,34,NH1,arrest,572,1
1986,38,NH1,payday,539,1
1987,6,PH1,arrest,522,1
1988,31,PL2,fatal,515,1
1989,49,NL1,morgue,604,1
1990,13,PH2,fatal,449,1
1991,45,NH2,excite,571,1
1992,2,PH1,payday,579,1
1993,41,NH2,fatal,596,1
1994,7,PH1,morgue,626,1
1995,18,PL1,comfy,583,1
1996,54,NL1,comfy,623,1
1997,64,NL2,payday,535,1
1998,50,NL1,dismal,493,1
1999,58,NL2,dismal,576,1
2000,26,PL2,comfy,559,1
2001,42,NH2,arrest,598,1
2002,33,NH1,fatal,487,1
2003,51,NL1,fatal,457,1
2004,56,NL1,payday,505,1
2005,29,PL2,morgue,552,1
2006,37,NH1,excite,452,1
2007,35,NH1,morgue,506,1
2008,12,PH2,comfy,503,1
2009,36,NH1,dismal,535,1
2010,14,PH2,arrest,528,1
2011,61,NL2,relax,491,1
2012,63,NL2,excite,477,1
2013,15,PH2,morgue,624,1
2014,32,PL2,arrest,479,1
2015,39,NH1,relax,530,1
2016,52,NL1,arrest,572,1
2017,28,PL2,payday,534,1
2018,30,PL2,dismal,524,1
2019,25,PL2,relax,546,1
2020,53,NL1,relax,554,1
2021,17,PL1,relax,469,1
2022,20,PL1,payday,538,1
2023,43,NH2,morgue,437,1
2024,9,PH2,excite,477,1
2025,40,NH1,comfy,588,1
2026,4,PH1,comfy,502,1
2027,5,PH1,fatal,565,1
2028,1,PH1,excite,611,1
2029,27,PL2,excite,534,1
2030,24,PL1,arrest,586,1
2031,21,PL1,morgue,547,1
2032,62,NL2,comfy,446,1
2033,46,NH2,payday,485,1
2034,19,PL1,excite,391,1
2035,47,NH2,relax,439,1
2036,55,NL1,excite,424,1
2037,8,PH1,dismal,514,1
2038,59,NL2,fatal,612,1
2039,48,NH2,comfy,539,1
